,instruction,output
365,User asked: 'Will I know which exchange rate I will get?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
366,User asked: 'How do I know what the exchange rate will be when I make an exchange.',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
367,User asked: 'Is the exchange rate the same on weekends as the weekdays?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
368,User asked: 'How do you do exchanges?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
369,User asked: 'On what do you base your exchange rates?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
370,User asked: 'How do you come up with your exchange rate',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
371,User asked: 'What factors determine your exchange rate?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
372,User asked: 'How are the exchange rates determined?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
373,User asked: 'I would like to know what your exchange rates are.',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
374,User asked: 'Is the exchange rate current?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
375,User asked: 'What are the exchange rates?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
376,User asked: 'How much are the rates of exchange?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
377,User asked: 'How do you decide what your exchange rates are?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
378,User asked: 'Your exchange rates are coming from where?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
379,User asked: 'Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
380,User asked: 'How are the exchange rates for transfers calculated?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
381,User asked: 'How do I know how much money I will have when I travel abroad?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
382,User asked: 'How do you do currency exchanges?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
383,User asked: 'Can you explain your exchange rates basis?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
384,User asked: 'How did you guys get your exchange rate?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
385,User asked: 'Can you tell me your exchange rates?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
386,User asked: 'Could you tell me what your exchange rates are?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
387,User asked: 'Does this app have the same exchange rate as third parties?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
388,User asked: 'what are your exchange rates at?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
389,User asked: 'How is the current exchange rate?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
390,User asked: 'What is the system for determining the exchange rate?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
391,User asked: 'I am travelling and I was wondering what your exchange rates are',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
392,User asked: 'How can I tell what foreign exchange rate I will get?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
393,User asked: 'Tell me your opinion on the exchange rate.',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
394,User asked: 'I'd like to know what you guys look at to decide an exchange rate',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
395,User asked: 'How does the exchange rate work on this app?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
396,User asked: 'where do you find your exchange rates?',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
397,User asked: 'I want to know your exchange rates.',Our current forex rates are available in the app or at any branch. Rates are updated regularly.
